PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),Cluster_Assignment
879.0,775.0,899.0,1407.0,657.0,0
816.0,742.0,1009.0,1305.0,537.0,0
715.0,589.0,1286.0,1127.0,390.0,0
717.0,570.0,1326.0,1110.0,368.0,0
711.0,640.0,1224.0,1084.0,391.0,0
731.0,686.0,1212.0,1104.0,413.0,0
752.0,713.0,1163.0,1144.0,435.0,0
879.0,779.0,999.0,1347.0,535.0,0
922.0,874.0,851.0,1447.0,663.0,2
958.0,900.0,782.0,1493.0,830.0,2
949.0,876.0,773.0,1500.0,911.0,2
922.0,818.0,826.0,1454.0,848.0,2
902.0,790.0,856.0,1428.0,799.0,2
932.0,820.0,817.0,1462.0,921.0,2
870.0,733.0,903.0,1392.0,762.0,0
812.0,675.0,995.0,1348.0,661.0,0
773.0,613.0,1065.0,1321.0,597.0,0
769.0,582.0,1105.0,1306.0,616.0,0
763.0,583.0,1093.0,1288.0,596.0,0
809.0,701.0,997.0,1384.0,649.0,0
893.0,881.0,810.0,1486.0,792.0,2
1028.0,1146.0,638.0,1766.0,1080.0,2
1011.0,1051.0,702.0,1659.0,1087.0,2
994.0,947.0,764.0,1572.0,983.0,2
937.0,908.0,822.0,1466.0,826.0,2
902.0,808.0,912.0,1408.0,632.0,0
860.0,748.0,955.0,1344.0,532.0,0
843.0,716.0,1005.0,1305.0,496.0,0
872.0,760.0,979.0,1314.0,513.0,0
857.0,775.0,979.0,1258.0,512.0,0
922.0,878.0,880.0,1363.0,615.0,0
951.0,875.0,856.0,1406.0,600.0,2
962.0,891.0,813.0,1442.0,634.0,2
957.0,926.0,758.0,1480.0,830.0,2
928.0,837.0,808.0,1410.0,871.0,2
895.0,846.0,819.0,1371.0,787.0,2
902.0,797.0,845.0,1355.0,841.0,2
904.0,801.0,852.0,1400.0,862.0,2
919.0,799.0,844.0,1409.0,881.0,2
812.0,663.0,982.0,1265.0,709.0,0
776.0,590.0,1099.0,1245.0,602.0,0
762.0,563.0,1181.0,1208.0,492.0,0
786.0,642.0,1057.0,1270.0,592.0,0
868.0,798.0,866.0,1392.0,824.0,0
965.0,977.0,725.0,1515.0,1014.0,2
1049.0,1133.0,630.0,1662.0,1208.0,2
1008.0,973.0,714.0,1509.0,1178.0,2
1008.0,1021.0,714.0,1549.0,1176.0,2
973.0,911.0,800.0,1441.0,891.0,2
964.0,959.0,787.0,1438.0,731.0,2
923.0,862.0,875.0,1363.0,626.0,0
934.0,811.0,896.0,1343.0,553.0,0
1036.0,943.0,770.0,1509.0,770.0,2
1076.0,994.0,723.0,1549.0,938.0,2
1055.0,927.0,757.0,1520.0,716.0,2
1081.0,938.0,728.0,1568.0,714.0,2
1072.0,850.0,737.0,1604.0,702.0,2
1038.0,773.0,749.0,1568.0,687.0,2
1059.0,800.0,740.0,1604.0,739.0,2
1070.0,852.0,704.0,1639.0,867.0,2
1093.0,893.0,677.0,1678.0,927.0,2
1016.0,849.0,729.0,1609.0,872.0,2
988.0,825.0,756.0,1559.0,848.0,2
930.0,749.0,823.0,1464.0,777.0,2
815.0,584.0,1102.0,1363.0,513.0,0
884.0,686.0,908.0,1439.0,651.0,0
913.0,730.0,883.0,1493.0,774.0,0
994.0,829.0,784.0,1581.0,982.0,2
1173.0,1047.0,631.0,1815.0,1175.0,2
1314.0,1325.0,499.0,2143.0,1390.0,1
1252.0,1168.0,557.0,1938.0,1352.0,1
1151.0,1053.0,623.0,1835.0,1152.0,2
1122.0,951.0,687.0,1729.0,1022.0,2
1111.0,927.0,707.0,1715.0,922.0,2
1058.0,894.0,736.0,1648.0,825.0,2
972.0,820.0,811.0,1535.0,630.0,2
985.0,826.0,808.0,1544.0,621.0,2
1004.0,814.0,808.0,1520.0,602.0,2
1030.0,897.0,733.0,1592.0,668.0,2
965.0,802.0,821.0,1504.0,564.0,2
987.0,824.0,793.0,1541.0,581.0,2
923.0,811.0,804.0,1434.0,604.0,2
872.0,824.0,853.0,1346.0,590.0,0
939.0,849.0,804.0,1479.0,650.0,2
954.0,855.0,792.0,1474.0,745.0,2
969.0,857.0,753.0,1485.0,821.0,2
882.0,763.0,879.0,1388.0,656.0,0
805.0,637.0,1048.0,1276.0,520.0,0
790.0,590.0,1122.0,1257.0,493.0,0
779.0,560.0,1189.0,1231.0,487.0,0
842.0,640.0,1070.0,1293.0,595.0,0
835.0,699.0,912.0,1361.0,796.0,0
792.0,621.0,1015.0,1322.0,714.0,0
749.0,559.0,1145.0,1255.0,584.0,0
803.0,676.0,975.0,1303.0,676.0,0
818.0,726.0,921.0,1330.0,685.0,0
932.0,861.0,767.0,1483.0,894.0,2
977.0,913.0,744.0,1512.0,977.0,2
1011.0,945.0,733.0,1570.0,1034.0,2
975.0,887.0,829.0,1478.0,737.0,2
958.0,867.0,828.0,1468.0,660.0,2
903.0,805.0,886.0,1361.0,581.0,0
854.0,684.0,1020.0,1294.0,456.0,0
890.0,749.0,953.0,1332.0,483.0,0
962.0,845.0,877.0,1379.0,575.0,0
1028.0,934.0,786.0,1481.0,707.0,2
1031.0,901.0,775.0,1502.0,628.0,2
1087.0,938.0,690.0,1613.0,747.0,2
1029.0,862.0,727.0,1539.0,733.0,2
1070.0,932.0,685.0,1648.0,847.0,2
1059.0,914.0,697.0,1617.0,895.0,2
1125.0,952.0,646.0,1690.0,995.0,2
1062.0,829.0,714.0,1592.0,846.0,2
1049.0,853.0,699.0,1605.0,882.0,2
999.0,871.0,711.0,1580.0,909.0,2
947.0,808.0,768.0,1537.0,851.0,2
904.0,753.0,809.0,1529.0,766.0,2
894.0,681.0,843.0,1476.0,765.0,0
875.0,654.0,897.0,1463.0,752.0,0
870.0,637.0,947.0,1445.0,716.0,0
952.0,756.0,809.0,1518.0,825.0,2
949.0,705.0,859.0,1460.0,691.0,0
1028.0,854.0,776.0,1561.0,761.0,2
1003.0,849.0,800.0,1511.0,710.0,2
934.0,763.0,872.0,1435.0,567.0,0
872.0,710.0,956.0,1377.0,493.0,0
852.0,684.0,982.0,1343.0,477.0,0
881.0,715.0,955.0,1352.0,502.0,0
942.0,783.0,898.0,1397.0,568.0,0
1038.0,925.0,746.0,1534.0,714.0,2
1042.0,932.0,752.0,1530.0,717.0,2
1181.0,1107.0,590.0,1807.0,935.0,2
1116.0,1044.0,613.0,1694.0,954.0,2
1062.0,923.0,697.0,1602.0,839.0,2
1085.0,948.0,680.0,1635.0,880.0,2
1161.0,1057.0,613.0,1764.0,1026.0,2
1053.0,891.0,690.0,1589.0,898.0,2
956.0,740.0,831.0,1474.0,717.0,2
859.0,646.0,951.0,1376.0,607.0,0
813.0,566.0,1123.0,1328.0,501.0,0
815.0,565.0,1127.0,1350.0,541.0,0
902.0,706.0,877.0,1463.0,708.0,0
1017.0,885.0,726.0,1609.0,884.0,2
1336.0,1385.0,477.0,2133.0,1357.0,1
1393.0,1567.0,416.0,2381.0,1562.0,1
1271.0,1308.0,517.0,2007.0,1411.0,1
1169.0,1107.0,607.0,1818.0,1175.0,2
1143.0,1043.0,643.0,1747.0,1079.0,2
1084.0,980.0,679.0,1653.0,923.0,2
1051.0,950.0,715.0,1644.0,748.0,2
1020.0,882.0,765.0,1553.0,635.0,2
1111.0,1088.0,635.0,1719.0,884.0,2
1125.0,1056.0,645.0,1716.0,929.0,2
1099.0,1048.0,657.0,1711.0,779.0,2
1132.0,1121.0,611.0,1757.0,906.0,2
1077.0,1025.0,629.0,1677.0,772.0,2
1076.0,988.0,648.0,1649.0,883.0,2
1070.0,1008.0,656.0,1649.0,963.0,2
1052.0,956.0,675.0,1581.0,987.0,2
988.0,862.0,736.0,1539.0,893.0,2
926.0,769.0,836.0,1467.0,801.0,2
925.0,749.0,826.0,1482.0,739.0,2
869.0,648.0,953.0,1401.0,644.0,0
832.0,593.0,1049.0,1347.0,558.0,0
854.0,645.0,954.0,1399.0,602.0,0
913.0,726.0,861.0,1487.0,737.0,0
976.0,840.0,756.0,1555.0,885.0,2
1309.0,1323.0,505.0,2098.0,1360.0,1
1333.0,1460.0,443.0,2231.0,1455.0,1
1209.0,1182.0,546.0,1911.0,1255.0,1
1180.0,1157.0,568.0,1874.0,1202.0,1
1204.0,1196.0,552.0,1884.0,1250.0,1
1143.0,1119.0,610.0,1770.0,1103.0,2
1120.0,1058.0,626.0,1716.0,1049.0,2
1030.0,935.0,726.0,1583.0,791.0,2
1058.0,1016.0,673.0,1625.0,832.0,2
1040.0,882.0,756.0,1560.0,635.0,2
1093.0,981.0,666.0,1676.0,733.0,2
1184.0,1119.0,594.0,1806.0,912.0,2
1180.0,1121.0,568.0,1816.0,947.0,2
1079.0,988.0,633.0,1694.0,899.0,2
1095.0,1032.0,621.0,1730.0,984.0,2
1073.0,1009.0,639.0,1655.0,955.0,2
1063.0,991.0,655.0,1672.0,966.0,2
1046.0,960.0,671.0,1637.0,899.0,2
953.0,858.0,742.0,1544.0,780.0,2
864.0,673.0,947.0,1412.0,636.0,0
829.0,628.0,994.0,1378.0,577.0,0
838.0,639.0,963.0,1391.0,596.0,0
913.0,728.0,802.0,1418.0,887.0,2
1039.0,921.0,687.0,1556.0,1115.0,2
1252.0,1320.0,499.0,2001.0,1374.0,1
1410.0,1669.0,393.0,2555.0,1644.0,1
1217.0,1261.0,533.0,1941.0,1375.0,1
1114.0,1077.0,633.0,1705.0,1199.0,2
1026.0,1020.0,689.0,1603.0,992.0,2
1051.0,1094.0,646.0,1675.0,966.0,2
1027.0,1024.0,700.0,1588.0,814.0,2
996.0,992.0,722.0,1580.0,727.0,2
1028.0,1060.0,686.0,1601.0,806.0,2
1030.0,1060.0,705.0,1588.0,852.0,2
1133.0,1280.0,595.0,1791.0,1093.0,2
1180.0,1339.0,567.0,1868.0,1211.0,1
1261.0,1446.0,528.0,2061.0,1346.0,1
1093.0,1133.0,599.0,1708.0,1200.0,2
1068.0,1029.0,650.0,1612.0,1192.0,2
1031.0,958.0,700.0,1560.0,1074.0,2
1055.0,1037.0,635.0,1632.0,1161.0,2
1060.0,1029.0,622.0,1663.0,1210.0,2
962.0,880.0,726.0,1484.0,1050.0,2
874.0,776.0,846.0,1416.0,873.0,2
832.0,661.0,977.0,1312.0,766.0,0
834.0,709.0,907.0,1348.0,835.0,0
865.0,745.0,866.0,1394.0,901.0,0
903.0,803.0,819.0,1471.0,853.0,2
1236.0,1297.0,542.0,1997.0,1321.0,1
1464.0,1552.0,419.0,2366.0,1738.0,1
1258.0,1261.0,514.0,1940.0,1603.0,1
1203.0,1174.0,577.0,1824.0,1426.0,1
1156.0,1127.0,616.0,1767.0,1295.0,2
1106.0,1130.0,623.0,1726.0,1093.0,2
1008.0,1037.0,697.0,1587.0,803.0,2
1011.0,1017.0,704.0,1569.0,738.0,2
1049.0,1100.0,667.0,1635.0,870.0,2
1053.0,1108.0,694.0,1570.0,873.0,2
1088.0,1159.0,666.0,1626.0,889.0,2
1248.0,1454.0,550.0,1917.0,1599.0,1
1374.0,1517.0,490.0,2069.0,1704.0,1
1213.0,1210.0,572.0,1809.0,1424.0,1
1108.0,1051.0,640.0,1616.0,1199.0,2
1071.0,982.0,649.0,1557.0,1099.0,2
1044.0,967.0,672.0,1540.0,1133.0,2
1045.0,964.0,666.0,1554.0,1140.0,2
1004.0,921.0,699.0,1495.0,1092.0,2
944.0,796.0,784.0,1407.0,1021.0,2
868.0,657.0,921.0,1356.0,764.0,0
850.0,632.0,954.0,1316.0,803.0,0
873.0,668.0,911.0,1354.0,744.0,0
905.0,766.0,842.0,1438.0,818.0,2
1249.0,1239.0,540.0,1953.0,1285.0,1
1488.0,1653.0,388.0,2537.0,1782.0,1
1300.0,1296.0,489.0,1989.0,1639.0,1
1311.0,1267.0,524.0,1941.0,1662.0,1
1232.0,1210.0,565.0,1832.0,1478.0,1
1113.0,1096.0,635.0,1636.0,1050.0,2
1048.0,1021.0,698.0,1570.0,846.0,2
1054.0,1036.0,697.0,1585.0,830.0,2
1104.0,1102.0,670.0,1609.0,1480.0,2
1130.0,1113.0,674.0,1623.0,1127.0,2
1229.0,1348.0,565.0,1830.0,1445.0,1
1347.0,1382.0,529.0,1961.0,1543.0,1
1424.0,1417.0,488.0,2092.0,1674.0,1
1305.0,1188.0,546.0,1843.0,1524.0,1
1180.0,1088.0,619.0,1662.0,1339.0,2
1029.0,904.0,709.0,1460.0,992.0,2
1080.0,902.0,702.0,1516.0,1048.0,2
1197.0,1029.0,601.0,1628.0,1362.0,2
1006.0,845.0,738.0,1430.0,978.0,2
987.0,820.0,772.0,1400.0,935.0,2
958.0,735.0,816.0,1409.0,906.0,2
962.0,747.0,813.0,1431.0,913.0,2
958.0,744.0,809.0,1419.0,903.0,2
976.0,780.0,795.0,1467.0,898.0,2
1088.0,945.0,636.0,1613.0,1165.0,2
1159.0,1016.0,595.0,1681.0,1260.0,2
1156.0,988.0,615.0,1634.0,1250.0,2
1202.0,1021.0,649.0,1644.0,1226.0,2
1226.0,1080.0,622.0,1697.0,1188.0,2
1181.0,1091.0,638.0,1637.0,1072.0,2
1062.0,969.0,729.0,1459.0,782.0,2
1013.0,897.0,798.0,1351.0,594.0,2
1029.0,913.0,787.0,1373.0,607.0,2
1144.0,1046.0,682.0,1564.0,879.0,2
1159.0,1059.0,664.0,1580.0,945.0,2
1113.0,978.0,705.0,1538.0,946.0,2
1100.0,944.0,730.0,1524.0,882.0,2
1037.0,890.0,765.0,1408.0,735.0,2
1055.0,988.0,720.0,1490.0,874.0,2
980.0,901.0,812.0,1369.0,731.0,2
1083.0,1094.0,706.0,1537.0,926.0,2
1399.0,1558.0,473.0,2052.0,1652.0,1
1194.0,1255.0,555.0,1694.0,1452.0,1
970.0,870.0,792.0,1376.0,943.0,2
898.0,721.0,912.0,1264.0,594.0,0
929.0,769.0,879.0,1335.0,607.0,0
913.0,734.0,864.0,1338.0,646.0,0
854.0,600.0,1102.0,1252.0,542.0,0
881.0,647.0,964.0,1250.0,550.0,0
867.0,618.0,1042.0,1231.0,488.0,0
885.0,638.0,1059.0,1248.0,484.0,0
899.0,654.0,1037.0,1254.0,481.0,0
886.0,633.0,1071.0,1214.0,453.0,0
864.0,651.0,1096.0,1193.0,443.0,0
822.0,611.0,1191.0,1138.0,403.0,0
810.0,597.0,1255.0,1106.0,361.0,0
784.0,576.0,1327.0,1060.0,342.0,0
823.0,633.0,1228.0,1103.0,366.0,0
863.0,678.0,1153.0,1139.0,434.0,0
880.0,728.0,1046.0,1167.0,514.0,0
951.0,859.0,897.0,1267.0,718.0,0
942.0,786.0,930.0,1245.0,705.0,0
988.0,859.0,845.0,1341.0,799.0,2
1008.0,845.0,832.0,1349.0,856.0,2
965.0,769.0,878.0,1315.0,667.0,0
957.0,717.0,911.0,1322.0,579.0,0
921.0,666.0,954.0,1288.0,480.0,0
854.0,562.0,1106.0,1224.0,400.0,0
826.0,504.0,1250.0,1204.0,385.0,0
828.0,501.0,1281.0,1189.0,385.0,0
892.0,580.0,1076.0,1271.0,516.0,0
954.0,660.0,938.0,1342.0,728.0,0
1120.0,890.0,728.0,1546.0,1035.0,2
1096.0,921.0,716.0,1534.0,988.0,2
1058.0,898.0,749.0,1470.0,977.0,2
977.0,800.0,843.0,1372.0,778.0,2
977.0,840.0,827.0,1390.0,736.0,2
943.0,777.0,880.0,1333.0,632.0,0
964.0,814.0,850.0,1369.0,689.0,2
953.0,781.0,889.0,1356.0,641.0,0
967.0,814.0,854.0,1385.0,703.0,2
996.0,843.0,840.0,1394.0,765.0,2
1091.0,1039.0,699.0,1586.0,923.0,2
1114.0,1101.0,663.0,1632.0,1057.0,2
1133.0,1101.0,647.0,1669.0,1105.0,2
1031.0,921.0,731.0,1490.0,897.0,2
952.0,787.0,856.0,1342.0,723.0,0
949.0,804.0,835.0,1365.0,740.0,2
932.0,752.0,889.0,1310.0,687.0,0
966.0,774.0,859.0,1352.0,644.0,0
888.0,653.0,973.0,1272.0,497.0,0
847.0,634.0,1012.0,1258.0,525.0,0
856.0,687.0,955.0,1260.0,726.0,0
881.0,735.0,876.0,1308.0,783.0,0
882.0,711.0,936.0,1310.0,741.0,0
1016.0,888.0,776.0,1485.0,1040.0,2
1228.0,1113.0,628.0,1719.0,1324.0,1
1311.0,1350.0,529.0,1957.0,1486.0,1
1081.0,983.0,703.0,1546.0,1079.0,2
1104.0,993.0,705.0,1539.0,1081.0,2
991.0,898.0,787.0,1412.0,806.0,2
1008.0,980.0,755.0,1465.0,825.0,2
986.0,1005.0,752.0,1439.0,907.0,2
948.0,893.0,828.0,1374.0,768.0,2
919.0,862.0,851.0,1293.0,697.0,0
958.0,940.0,820.0,1380.0,728.0,2
1037.0,1021.0,747.0,1451.0,786.0,2
1120.0,1181.0,653.0,1604.0,1028.0,2
1205.0,1294.0,579.0,1744.0,1317.0,1
1172.0,1159.0,597.0,1653.0,1290.0,2
1088.0,1019.0,668.0,1554.0,1165.0,2
1055.0,979.0,694.0,1517.0,1086.0,2
1297.0,1654.0,848.0,1366.0,1611.0,1
1325.0,1266.0,926.0,1441.0,1543.0,1
1383.0,1406.0,824.0,1582.0,1678.0,1
1254.0,1241.0,873.0,1463.0,1431.0,2
1221.0,1174.0,874.0,1481.0,1413.0,2
1226.0,1138.0,862.0,1481.0,1419.0,2
1100.0,999.0,984.0,1361.0,1145.0,2
999.0,879.0,1114.0,1261.0,960.0,0
980.0,873.0,1088.0,1258.0,949.0,0
859.0,698.0,1254.0,1157.0,819.0,0
814.0,606.0,1370.0,1131.0,745.0,0
806.0,605.0,1366.0,1132.0,725.0,0
813.0,631.0,1327.0,1108.0,710.0,0
889.0,760.0,1224.0,1213.0,806.0,0
1200.0,1246.0,798.0,1574.0,1416.0,1
1289.0,1335.0,724.0,1681.0,1521.0,1
1355.0,1333.0,741.0,1691.0,1605.0,1
1277.0,1292.0,800.0,1626.0,1481.0,1
1156.0,1142.0,907.0,1490.0,1188.0,2
1054.0,1071.0,1006.0,1380.0,940.0,2
1096.0,1083.0,971.0,1430.0,986.0,2
1160.0,1185.0,873.0,1522.0,1162.0,2
1148.0,1149.0,924.0,1473.0,1047.0,2
1166.0,1186.0,878.0,1500.0,1180.0,2
1315.0,1370.0,794.0,1689.0,1399.0,1
1425.0,1605.0,660.0,1920.0,2321.0,1
1329.0,1360.0,704.0,1768.0,1894.0,1
1299.0,1197.0,763.0,1688.0,1606.0,1
1123.0,1015.0,845.0,1470.0,1297.0,2
1089.0,1024.0,831.0,1452.0,1182.0,2
1081.0,950.0,876.0,1434.0,1138.0,2
1031.0,871.0,950.0,1393.0,972.0,2
969.0,787.0,1035.0,1350.0,799.0,0
881.0,680.0,1175.0,1251.0,630.0,0
869.0,638.0,1219.0,1213.0,586.0,0
866.0,644.0,1162.0,1218.0,629.0,0
895.0,689.0,1134.0,1250.0,709.0,0
933.0,786.0,1018.0,1306.0,858.0,0
1209.0,1163.0,762.0,1606.0,1300.0,2
1417.0,1511.0,587.0,1975.0,1676.0,1
1227.0,1233.0,739.0,1594.0,1384.0,1
1093.0,1076.0,871.0,1457.0,1125.0,2
1135.0,1170.0,867.0,1523.0,1189.0,2
1112.0,1161.0,866.0,1499.0,1088.0,2
1147.0,1168.0,858.0,1492.0,1118.0,2
1086.0,1070.0,907.0,1423.0,924.0,2
1077.0,1056.0,908.0,1406.0,935.0,2
1110.0,1098.0,882.0,1450.0,1009.0,2
1146.0,1125.0,846.0,1511.0,1016.0,2
1211.0,1194.0,797.0,1599.0,1188.0,2
1218.0,1221.0,755.0,1599.0,1290.0,2
1136.0,1082.0,824.0,1478.0,1130.0,2
1017.0,908.0,932.0,1354.0,880.0,2
1063.0,946.0,886.0,1391.0,996.0,2
1083.0,951.0,880.0,1393.0,1054.0,2
1077.0,994.0,829.0,1429.0,1081.0,2
968.0,823.0,952.0,1343.0,828.0,0
898.0,720.0,1059.0,1259.0,661.0,0
859.0,656.0,1126.0,1213.0,582.0,0
849.0,607.0,1189.0,1190.0,544.0,0
886.0,658.0,1101.0,1234.0,647.0,0
932.0,708.0,1057.0,1285.0,720.0,0
1144.0,1006.0,757.0,1535.0,1207.0,2
1222.0,1083.0,729.0,1624.0,1273.0,2
1202.0,989.0,775.0,1506.0,1303.0,2
1323.0,1190.0,698.0,1702.0,1479.0,1
1219.0,1074.0,805.0,1532.0,1191.0,2
1121.0,965.0,899.0,1386.0,932.0,2
1096.0,942.0,893.0,1366.0,826.0,2
1019.0,858.0,989.0,1270.0,631.0,0
1045.0,857.0,994.0,1308.0,598.0,0
1147.0,959.0,872.0,1387.0,796.0,2
1145.0,971.0,883.0,1418.0,759.0,2
1202.0,1040.0,815.0,1506.0,886.0,2
1283.0,1112.0,719.0,1583.0,1071.0,2
1148.0,929.0,815.0,1443.0,826.0,2
1229.0,1012.0,743.0,1562.0,1103.0,2
1287.0,1060.0,716.0,1595.0,1221.0,2
1285.0,1062.0,715.0,1583.0,1449.0,1
1251.0,1055.0,701.0,1602.0,1364.0,2
1120.0,900.0,811.0,1462.0,1111.0,2
1108.0,917.0,797.0,1495.0,1129.0,2
961.0,759.0,943.0,1375.0,799.0,0
950.0,719.0,982.0,1372.0,771.0,0
901.0,608.0,1105.0,1299.0,646.0,0
903.0,619.0,1111.0,1315.0,705.0,0
1024.0,757.0,923.0,1423.0,908.0,2
1093.0,837.0,830.0,1480.0,1047.0,2
1097.0,833.0,853.0,1470.0,1015.0,2
1126.0,830.0,853.0,1528.0,938.0,2
1139.0,794.0,908.0,1456.0,849.0,2
1178.0,832.0,858.0,1542.0,844.0,2
1243.0,883.0,745.0,1660.0,1036.0,2
1017.0,680.0,996.0,1421.0,729.0,0
1048.0,672.0,1050.0,1438.0,556.0,0
1254.0,840.0,787.0,1602.0,846.0,2
1287.0,911.0,796.0,1664.0,942.0,2
1215.0,900.0,823.0,1604.0,902.0,2
1363.0,1071.0,697.0,1763.0,1178.0,1
1436.0,1224.0,609.0,1886.0,1426.0,1
1365.0,1143.0,655.0,1796.0,1394.0,1
1506.0,1385.0,555.0,2260.0,1935.0,1
1227.0,1055.0,705.0,1772.0,1360.0,2
1038.0,866.0,833.0,1570.0,1061.0,2
934.0,744.0,970.0,1473.0,870.0,0
900.0,699.0,1036.0,1452.0,799.0,0
870.0,692.0,1070.0,1443.0,779.0,0
875.0,713.0,1027.0,1436.0,809.0,0
940.0,789.0,917.0,1473.0,914.0,2
1053.0,913.0,824.0,1578.0,1033.0,2
1509.0,1508.0,533.0,2257.0,1572.0,1
1559.0,1599.0,498.0,2374.0,1704.0,1
1313.0,1231.0,626.0,1889.0,1455.0,1
1372.0,1251.0,609.0,1890.0,1588.0,1
1320.0,1190.0,655.0,1825.0,1482.0,1
1346.0,1246.0,639.0,1907.0,1458.0,1
1307.0,1236.0,649.0,1869.0,1356.0,1
1157.0,1069.0,737.0,1653.0,1100.0,2
1154.0,1026.0,773.0,1623.0,1212.0,2
1172.0,1145.0,735.0,1676.0,1049.0,2
1241.0,1254.0,693.0,1735.0,1149.0,1
1379.0,1433.0,605.0,1982.0,1370.0,1
1570.0,1684.0,494.0,2289.0,1716.0,1
1418.0,1471.0,542.0,2064.0,1600.0,1
1317.0,1295.0,593.0,1883.0,1592.0,1
1204.0,1136.0,648.0,1782.0,1491.0,1
1014.0,853.0,843.0,1499.0,1084.0,2
956.0,794.0,896.0,1456.0,1007.0,2
891.0,708.0,1005.0,1382.0,823.0,0
856.0,665.0,1061.0,1375.0,788.0,0
863.0,703.0,1032.0,1403.0,791.0,0
911.0,745.0,922.0,1428.0,924.0,0
936.0,765.0,916.0,1462.0,941.0,2
1087.0,964.0,774.0,1633.0,1103.0,2
1540.0,1498.0,519.0,2301.0,1657.0,1
1513.0,1601.0,469.0,2382.0,1743.0,1
1409.0,1322.0,562.0,2004.0,1601.0,1
1219.0,1042.0,699.0,1750.0,1253.0,2
1286.0,1172.0,644.0,1870.0,1295.0,1
1228.0,1174.0,668.0,1788.0,1192.0,1
1140.0,1117.0,711.0,1690.0,1046.0,2
1052.0,906.0,832.0,1516.0,803.0,2
1282.0,1107.0,682.0,1791.0,1116.0,2
1378.0,1282.0,576.0,2010.0,1347.0,1
1506.0,1471.0,518.0,2200.0,1530.0,1
1310.0,1259.0,620.0,1926.0,1240.0,1
1204.0,1114.0,686.0,1807.0,1092.0,2
1071.0,842.0,873.0,1575.0,740.0,2
967.0,719.0,980.0,1490.0,670.0,0
947.0,689.0,1009.0,1454.0,640.0,0
1011.0,734.0,967.0,1497.0,918.0,2
971.0,722.0,949.0,1472.0,804.0,0
886.0,627.0,1082.0,1405.0,694.0,0
908.0,657.0,1013.0,1460.0,796.0,0
901.0,652.0,1013.0,1468.0,804.0,0
915.0,674.0,970.0,1481.0,829.0,0
940.0,712.0,961.0,1499.0,848.0,0
1048.0,891.0,791.0,1654.0,992.0,2
1298.0,1181.0,644.0,1962.0,1256.0,1
1487.0,1493.0,492.0,2345.0,1598.0,1
1327.0,1233.0,582.0,1968.0,1403.0,1
1363.0,1255.0,573.0,1989.0,1497.0,1
1393.0,1340.0,529.0,2080.0,1500.0,1
1361.0,1324.0,540.0,2044.0,1549.0,1
1289.0,1217.0,599.0,1975.0,1374.0,1
1265.0,1184.0,619.0,1930.0,1270.0,1
1339.0,1257.0,579.0,2031.0,1360.0,1
1269.0,1215.0,608.0,1939.0,1296.0,1
1299.0,1220.0,624.0,1929.0,1319.0,1
1546.0,1519.0,493.0,2265.0,1649.0,1
1571.0,1593.0,469.0,2409.0,1686.0,1
1312.0,1299.0,580.0,2016.0,1380.0,1
1074.0,946.0,767.0,1635.0,1079.0,2
1127.0,989.0,752.0,1724.0,1096.0,2
1040.0,923.0,769.0,1640.0,1049.0,2
1060.0,925.0,772.0,1649.0,1161.0,2
911.0,753.0,934.0,1496.0,865.0,0
853.0,623.0,1107.0,1421.0,768.0,0
915.0,725.0,962.0,1485.0,845.0,0
897.0,738.0,936.0,1471.0,843.0,0
976.0,840.0,844.0,1562.0,964.0,2
1066.0,982.0,740.0,1699.0,1065.0,2
1435.0,1387.0,544.0,2140.0,1467.0,1
1420.0,1430.0,512.0,2194.0,1510.0,1
1365.0,1341.0,549.0,2033.0,1518.0,1
1171.0,1083.0,695.0,1758.0,1276.0,2
982.0,850.0,888.0,1505.0,873.0,2
1021.0,979.0,798.0,1580.0,958.0,2
1044.0,1039.0,771.0,1609.0,1076.0,2
1005.0,972.0,834.0,1514.0,952.0,2
1021.0,985.0,816.0,1524.0,977.0,2
1064.0,1048.0,772.0,1574.0,1059.0,2
1167.0,1231.0,659.0,1745.0,1199.0,2
1167.0,1263.0,640.0,1790.0,1212.0,1
1164.0,1227.0,658.0,1800.0,1193.0,1
1092.0,1110.0,725.0,1641.0,1105.0,2
997.0,955.0,845.0,1528.0,926.0,2
966.0,964.0,858.0,1560.0,1231.0,2
969.0,922.0,906.0,1488.0,995.0,2
944.0,1005.0,874.0,1633.0,1094.0,2
834.0,817.0,1022.0,1408.0,774.0,0
796.0,667.0,1162.0,1295.0,558.0,0
777.0,585.0,1305.0,1266.0,510.0,0
752.0,521.0,1451.0,1247.0,471.0,0
755.0,528.0,1472.0,1234.0,471.0,0
800.0,598.0,1336.0,1278.0,529.0,0
1147.0,1136.0,737.0,1708.0,1114.0,2
1036.0,965.0,854.0,1544.0,987.0,2
926.0,845.0,979.0,1398.0,851.0,0
961.0,881.0,932.0,1417.0,901.0,2
951.0,926.0,902.0,1460.0,949.0,2
962.0,940.0,889.0,1441.0,855.0,2
1004.0,1004.0,832.0,1490.0,911.0,2
893.0,828.0,988.0,1357.0,672.0,0
990.0,956.0,872.0,1476.0,826.0,2
1071.0,1068.0,798.0,1556.0,988.0,2
1140.0,1155.0,733.0,1660.0,1105.0,2
1103.0,1143.0,741.0,1647.0,1089.0,2
